name,go,ec,ST01,ST02,ST03,ST04,ST05,ST06,ST07,ST08,ST09,ST10,ST11,ST12,ST13,ST14,ST15,ST16,ST17,ST18,ST19,ST20,ST21,ST22,ST23,ST24,ST25,ST26,ST27,ST28,ST29,ST30,St. agalactiae 2603V R,St. agalactiae A909,St. agalactiae NEM316,St. macedonicus ACA-DC 198,St. mutans GS-5 ID CP0036861,St. mutans NN2025,St. mutans UA159,St. pneumoniae Hungary19A-6,St. pneumoniae TCH8431 19A,St. pneumoniae TIGR4,St. thermophilus CNRZ1066,St. thermophilus JIM 8232,St. thermophilus LMD-9,St. thermophilus LMG 18311,St. thermophilus MN-ZLW-002,St. thermophilus ND03
Unknown,,,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Unknown,,,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
pts glucose transporter subunit iiabc,GO:0016301; GO:0005886; GO:0016310; GO:0009401; GO:0005351; GO:0016021; GO:0008982; GO:0009357,EC:2.7.1.69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
acyl- thioesterase,GO:0006637; GO:0016290,EC:3.1.2.2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
Unknown,,,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
n-acetylmuramoyl-l-alanine amidase,GO:0009056; GO:0043170; GO:0003824,,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,2,0,1,0,1,1,0,1,3,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1
type i restriction-modification protein subunit m,GO:0032775; GO:0009007; GO:0003677; GO:0008170; GO:0009035; GO:0006308; GO:0009307; GO:0019812,EC:2.1.1.72; EC:3.1.21.3,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
type i restriction-modification system specificity subunit,GO:0006304; GO:0003677,,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
xanthine permease,GO:0055085; GO:0016021; GO:0005215,,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
transposase,GO:0006313; GO:0004803; GO:0003677,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
bifunctional acetaldehyde- alcohol dehydrogenase,GO:0046872; GO:0008774; GO:0055114; GO:0006066; GO:0004022; GO:0015976; GO:0006090,EC:1.2.1.10; EC:1.1.1.1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
phosphoribosyl-amp cyclohydrolase,GO:0005737; GO:0000105; GO:0004635,EC:3.5.4.19,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1
1-(5-phosphoribosyl)-5-,GO:0005737; GO:0003949; GO:0000105,EC:5.3.1.16,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1
imidazole glycerol phosphate synthase,GO:0006541; GO:0000107; GO:0000105; GO:0009382,,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1
imidazoleglycerol-phosphate dehydratase,GO:0005737; GO:0000105; GO:0004424,EC:4.2.1.19,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1
histidinol dehydrogenase,GO:0004399; GO:0051287; GO:0000105; GO:0008270; GO:0055114,EC:1.1.1.23,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1
atp phosphoribosyltransferase,GO:0005737; GO:0003879; GO:0000105; GO:0005524,EC:2.4.2.17,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1
fis family transcriptional regulator,GO:0003677,,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
dna-binding protein,GO:0043565,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
atp-dependent dna helicase,GO:0003676; GO:0004003; GO:0005524; GO:0006310; GO:0006281; GO:0005657,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1
Unknown,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
pts diacetylchitobiose transporter subunit iic,GO:0016301; GO:0005886; GO:0016310; GO:0009401; GO:0005351; GO:0016021; GO:0008982; GO:0009357,EC:2.7.1.69,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
Unknown,,,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
crispr-associated protein csn1,GO:0051607; GO:0004519; GO:0090305; GO:0003677; GO:0003723,,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,2,0,1,2,0,0,1,1,0,0,0,0,1,2,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1
modification methylase,GO:0032775; GO:0009007; GO:0003676; GO:0009307,EC:2.1.1.72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Unknown,,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
peptidase s66,GO:0004180,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
hydrolase,GO:0008152; GO:0016787,,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1
peptide abc transporter permease,GO:0006810; GO:0005886; GO:0016021; GO:0005215,,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
abc transporter substrate-binding protein,GO:0005215; GO:0006810,,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
bacteriocin-type signal sequence domain protein,GO:0042742,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1
peptidylprolyl isomerase,GO:0016853,,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,2,1,0,1,1
amino acid adenylation domain protein,GO:0003824; GO:0008152,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
transcriptional rgg c-terminal domain protein,GO:0043565,,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,2,0,1,1,0,1,1
Unknown,,,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
sugar abc transporter permease,GO:0006810; GO:0005886; GO:0016021; GO:0005215,,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,2,1,2,0,1,0,1,2,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,2,0,0,1,0,0
transposase is1161,GO:0006313; GO:0004803; GO:0003677; GO:0015074,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,2,2,1,8,0,0,8,0,0
transposase,GO:0003676; GO:0015074,,0,1,1,0,0,1,0,2,0,1,1,1,1,0,0,1,0,1,0,0,1,2,0,0,2,1,2,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2
hydrolase,GO:0016787,,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1
Unknown,,,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
abc atp-binding protein,GO:0055085; GO:0016021; GO:0042626; GO:0006200; GO:0005524,,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
serine threonine protein kinase,GO:0006468; GO:0005524; GO:0004674; GO:0009069,EC:2.7.11.0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
transcriptional regulator,GO:0003700; GO:0003677; GO:0006355; GO:0005667; GO:0045449,,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1
Unknown,,,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1
Unknown,,,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,2,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0
alkaline amylopullulanase,GO:0005576; GO:0016020; GO:0005618; GO:0030246; GO:0004556; GO:0005509; GO:0005982; GO:0005985,EC:3.2.1.1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
ferrichrome abc transporter substrate-binding protein,GO:0005488,,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
inorganic ion abc transporter atp-binding protein,GO:0006200; GO:0005524; GO:0016887,EC:3.6.1.3,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
Unknown,,,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
adenosylhomocysteinase,GO:0016787,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
serine dehydratase subunit alpha,GO:0016597; GO:0051539; GO:0003941; GO:0006094; GO:0006534; GO:0006544; GO:0006563; GO:0006566,EC:4.3.1.17,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0
family hydrolase,GO:0016888; GO:0006308,EC:3.1.21.0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
atp-dependent dna helicase,GO:0004386,,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
pyridoxamine kinase,GO:0009443; GO:0046872; GO:0016310; GO:0005524; GO:0008478; GO:0042816,EC:2.7.1.35,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gnat family,GO:0008080; GO:0042967,,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
phosphohydrolase,GO:0016787,,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
hemerythrin hhe cation-binding protein,GO:0007165; GO:0004871,,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
amidase,GO:0016884; GO:0019874; GO:0006807,EC:6.3.5.0; EC:3.5.2.12,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,2,0,0,1,0,2,1,2,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1
iron chelate uptake abc transporter permease,GO:0006810; GO:0005886; GO:0016021; GO:0005215,,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0
iron abc transporter permease,GO:0006810; GO:0005886; GO:0016021; GO:0005215,,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0
alkaline amylopullulanase,GO:0005576; GO:0016020; GO:0005618; GO:0030246; GO:0004556; GO:0005509; GO:0005982; GO:0005985,EC:3.2.1.1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Unknown,,,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
Unknown,,,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0
is981 transposase a,GO:0003677; GO:0004803; GO:0006313,,0,2,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,2,1,1,0,1,2,1,1,2,0,0,0,0,0,0,0,0,1,0,2,2
Unknown,,,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1
Unknown,,,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0
Unknown,,,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0
surface-associated protein,GO:0005576; GO:0005618; GO:0016020,,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
Unknown,,,0,1,0,1,0,2,0,0,2,2,0,2,1,0,1,2,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,1
abc transporter osmoprotectant-binding protein,GO:0005215; GO:0006810,,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,1,0,0,1,1,1
glycine betaine carnitine choline abc transporter permease,GO:0016021; GO:0015418; GO:0006810; GO:0005886,EC:3.6.3.32,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,1,0,0,1,1,1
Unknown,,,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Unknown,,,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
Unknown,,,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Unknown,,,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
Unknown,,,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
xre family transcriptional regulator,GO:0043565,,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
cytoplasmic protein,GO:0043571; GO:0046872; GO:0051607; GO:0004519; GO:0090305,,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1
crispr-associated protein cas1,GO:0043571; GO:0046872; GO:0051607; GO:0004519; GO:0090305,,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1
Unknown,,,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Unknown,,,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Unknown,,,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Unknown,,,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,2,1,0,0,1,0,1,2,1,1,0,1,0,1,1
n-acetylmuramoyl-l-alanine amidase,GO:0005975; GO:0009253; GO:0008745; GO:0003796; GO:0016998; GO:0009252,EC:3.5.1.28; EC:3.2.1.17,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
crispr-associated protein csn2,GO:0051607; GO:0046872; GO:0003677,,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1
nudix domain protein,GO:0004386,,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,2,1,0,0,1,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,2
transcriptional rgg c-terminal domain protein,GO:0043565,,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1
Unknown,,,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
family transcriptional regulator,GO:0043565,,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
Unknown,,,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1
lpxtg-motif cell wall anchor domain protein,GO:0005618,,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Unknown,,,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Unknown,,,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
salt-stress induced protein,GO:0005840; GO:0006950,,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
alkaline amylopullulanase,GO:0005576; GO:0016020; GO:0005618; GO:0030246; GO:0004556; GO:0005509; GO:0005982; GO:0005985,EC:3.2.1.1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
dna alkylation repair enzyme,GO:0005488,,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0
integrase,GO:0003677; GO:0015074; GO:0006310,,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,2,1,0,3,0,0,0,1,1,0,0,1,1,0,0,0
rna helicase,GO:0005524; GO:0004386; GO:0003677,,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Unknown,,,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
flavin reductase,GO:0055114; GO:0016491,,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Unknown,,,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Unknown,,,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
mate efflux family protein,GO:0006855; GO:0016020; GO:0015297; GO:0015238,,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
Unknown,,,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Unknown,,,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
pts fructose transporter subunit iic,GO:0005886; GO:0009401; GO:0005351; GO:0016021; GO:0008982; GO:0009357,EC:2.7.1.69,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
Unknown,,,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
lipase acylhydrolase family protein,GO:0016787,,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Unknown,,,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
Unknown,,,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
cell envelope proteinase,GO:0016020; GO:0005576; GO:0005618; GO:0006508; GO:0004252; GO:0019031; GO:0009405,EC:3.4.21.0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,2,1,1,0,0,0,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0
Unknown,,,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1
